location,size,rooms,land_area,description,seller,price
Chemnitz (Kappel),150.76 m²,4 Zi.,265 m² Grundstück,"Ihr neues Architektenhaus - zentral gelegen, neu gebaut, 4 Zimmer, Wärmepumpe und Fußbodenheizung",Ronny Fröhlich Immobilien,459.000 €
Hanse- und Universitätsstadt Rostock (Dierkow-West),189.2 m²,5 Zi.,1015 m² Grundstück,Großzügiges Einfamilienhaus mit Grundstück über zwei Ebenen in beliebter Wohnlage Rostocks,"Dahler Rostock, jovi living GmbH",695.000 €
Holthusen (Holthusen),214.9 m²,8 Zi.,714 m² Grundstück,Da wird Sie selbst der Notar beneiden. Wohnen und Rendite in einem. Sichern Sie sich Ihre Chance!,J.Göpfert Immobilien,695.000 €
Oranienburg (Malz),136 m²,6 Zi.,509 m² Grundstück,Gesucht ein neues zu Hause und vielleicht gefunden?,GMK Immobilien,480.000 €
Woltersdorf,156 m²,6 Zi.,908 m² Grundstück,Fast im Wald....,Thomas Schneider Immobilienservice,499.000 €
Kurort Seiffen,60 m²,6 Zi.,280 m² Grundstück,Kleines Wohn- und Geschäftshaus im Kurort Seiffen ***Haus o. Ferienhaus***,AIB Immobilien,70.000 €
Pockau-Lengefeld (Lengefeld),95 m²,5 Zi.,560 m² Grundstück,Sanierungsbedürftiges Wohnhaus in ruhiger Lage +++EFH mit Potenzial+++,AIB Immobilien,29.000 €
Olbernhau (Olbernhau),176.9 m²,6 Zi.,900 m² Grundstück,"TOP INVESTMENT +++Neubau 2020, Zweifamilienhaus mit Garagen+++",AIB Immobilien,355.000 €
Marienberg (Lauta),165 m²,6 Zi.,1038 m² Grundstück,Geräumiges Wohnhaus mit Nebengelass und großem Grundstück ***tolle Wohnlage***,AIB Immobilien,155.000 €
Fürstenberg/Havel (Bredereiche),94 m²,3.5 Zi.,160 m² Grundstück,Wohnhaus mit separatem Garten,"Immobilien-, Handels- und Service GmbH Fürstenberg",140.000 €
"Schlesische Straße 9, Spremberg (Spremberg)",111 m²,5 Zi.,1836 m² Grundstück,IHR EINFAMILIENHAUS IN RUHIGER LAGE,Erik Weber Immobilien Marketing e. K.,auf Anfrage
Olbernhau (Olbernhau),65 m²,3 Zi.,1146 m² Grundstück,Kleines Haus auf großem Grundstück ***reizvolle Wohnlage***,AIB Immobilien,95.000 €
Ribnitz-Damgarten (Freudenberg),443 m²,11 Zi.,58330 m² Grundstück,Bauerngehöft in Alleinlage auf 58.000 qm in Ribnitz-Damgarten OT Petersdorf,Grus Grus-Immobilien,499.000 €
Radebeul,82 m²,5 Zi.,650 m² Grundstück,Villenartiges Einfamilienhaus mit Nebengelass auf der Sonnenseite in Radebeul,Altwein Immobilien,570.000 €
Altenpleen (Neuenpleen),183 m²,7 Zi.,3809 m² Grundstück,Einfamilienhaus mit großem Grundstück für Selbstversorger,Kahlhorn Immobilien,420.000 €
Seegebiet Mansfelder Land (Aseleben),140 m²,5 Zi.,575 m² Grundstück,"Reihen-Endhaus in Massivbauweise, nicht unterkellert mit ausgebautem Dachgeschoß in der Nähe des Süßen See",Quantum Finance Andreas Heubach (Finanzfachwirt-FH),240.000 €
Schaprode (Schaprode),95 m²,3 Zi.,200 m² Grundstück,Diskrete Vermarktung * Ferien- oder Wohnglück in Wassernähe * Insel Rügen *,Goldberg Immobilien Gruppe Nord GmbH,299.900 €
"Am Glammsee 13, Warin (Warin)",169 m²,6 Zi.,500 m² Grundstück,Der Glammsee ruft,Appelhagen Immobilienmakler,290.000 €
Altefähr (Altefähr),104 m²,2 Zi.,815 m² Grundstück,Ihr Eigenheim auf Rügen in WASSERNÄHE!!!,Goldberg Immobilien Gruppe Nord GmbH,299.000 €
Leipzig (Baalsdorf),111 m²,4 Zi.,938 m² Grundstück,+++TOP-LAGE+++EINFAMILIENHAUS+++WINTERGARTEN+++EBK+++POOL+++TEICH+++KAMINOFEN+++GROSSER GARTEN+++GARTENHAUS+++GEWÄCHSHAUS+++,Morgenstern Immobilien,495.000 €
Cavertitz (Lampertswalde),188 m²,8 Zi.,1461 m² Grundstück,Dreiseitenhof in der Gemeinde Cavertitz sucht neuen Besitzer!,Joachim Rolke Immobilien GmbH,115.000 €
Reichenbach (Reichenbach),90 m²,3 Zi.,1030 m² Grundstück,"Beziehbares Einfamilienhaus (DHH) mit schönem Grundstück, Garage und Nebengelass in bevorzugter Randlage von Reichenb...",HAGER-IMMOBILIEN,182.000 €
"Mühlgasse 3, Pegau (Pegau)",193 m²,6 Zi.,260 m² Grundstück,1990 erbautes massives Reihenmittehaus mit Wintergarten,Sander Immobilien,325.000 €
"Alte Hauptstr. 15, Landsberg (Oppin)",120 m²,4 Zi.,535 m² Grundstück,EFH mit ausbaufähiger Scheune in Oppin,aPROSKE Consulting,79.000 €
"Grüner Weg 9, Ueckermünde (Ueckermünde)",115 m²,5 Zi.,985 m² Grundstück,Einfamilienhaus mit vielen Möglichkeiten,EG Immo GmbH,209.500 €
Dreschvitz (Dreschvitz),170 m²,5 Zi.,1245 m² Grundstück,PROJEKT EIGENHEIM auf Rügen - Einfamilienhaus mit Potenzial in ruhiger Wohnlage,Goldberg Immobilien Gruppe Nord GmbH,249.000 €
Adorf (Adorf),194 m²,8 Zi.,590 m² Grundstück,Zweifamilienhaus in Adorf,MW IMMOBILIEN,149.000 €
Zerbst/Anhalt (Zerbst),125 m²,5 Zi.,288 m² Grundstück,Doppelhaushälfte in Zerbst,"Finanz Concept Zerbst , Inh. Kay Gräßler",200.000 €
Zerbst/Anhalt (Zerbst),125 m²,5 Zi.,229 m² Grundstück,Doppelhaushälfte in Zerbst,"Finanz Concept Zerbst , Inh. Kay Gräßler",210.000 €
Tangermünde (Tangermünde),170 m²,5 Zi.,831 m² Grundstück,Exklusives Reihenmittelhaus nah der Elbe in Tangermünde,F&amp;P Finanzdienstleistungen GmbH &amp; Co.KG,399.000 €
Treuen (Treuen),234.3 m²,8 Zi.,1526 m² Grundstück,"Zweifamilienhaus, Scheune teilweise massiv und 5 Garagen für PKW und Nutzfahrzeug",MW IMMOBILIEN,155.000 €
"Otto Stichart Str. 5, Werdau (Werdau)",113 m²,,628 m² Grundstück,EFH in Werdau-Sorge inkl. Grundstück,TEAMWORK-BAU Dresden Gmbh &amp; Co.KG,349.000 €
Treuen (Treuen),203 m²,5 Zi.,400 m² Grundstück,Komfortables Haus im Stadkern mit unterschiedlichen Nutzungsvarianten für individuelle Ansprüche ,MW IMMOBILIEN,198.000 €
Ellefeld,209 m²,8 Zi.,637 m² Grundstück,Zweifamilenwohnhaus mit Gewerbeeinheit im Nahbereich von öffentlichen Verkehrsmitteln und Einrichtungen ,MW IMMOBILIEN,175.000 €
Groitzsch (Obertitz),95 m²,4 Zi.,500 m² Grundstück,Wohnen im Neuseenland,Global Immobilien  Vermögensverwaltungs-GmbH,265.000 €
Falkensee,133 m²,4 Zi.,515 m² Grundstück,NEU : PROVISIONSFREI EFH sofort bezugsfrei...2023 in Falkensee,Immobilien von Keller Falkensee,579.000 €
"Am Hof 1, Schirgiswalde-Kirschau (Schirgiswalde)",675 m²,19 Zi.,8000 m² Grundstück,Herrenhaus mit Geschichte in bester Lage nahe Bautzen zu verkaufen,P2L Immobilien AG,475.000 €
Geithain (Geithain),160 m²,7 Zi.,809 m² Grundstück,"""RESERVIERT""  Freistehendes Einfamilienhaus mit Charm",Maklerbüro Bernd Ilschner,170.000 €
Radebeul,131 m²,5 Zi.,760 m² Grundstück,Alles nah - alles da!,Radebeuler Wohnbau GmbH,564.000 €
Plauen (Thiergarten),105 m²,,1890 m² Grundstück, Wohnen auf einer Ebene inkl. Grundstück,Agentur Frank Schubert Immobilien und Finanzservice,315.000 €
"Bertha von Kattonitz Straße 34, Grimma (Pöhsig)",116.5 m²,6 Zi.,1593 m² Grundstück,Ländliches Anwesen - für Handwerker und Selbstversorger,Peter Frenzel Immobilien,138.000 €
Steinigtwolmsdorf (Steinigtwolmsdorf),90 m²,4 Zi.,700 m² Grundstück,Doppelhaushälfte in Traumlage,Maklerbüro Haufe,209.000 €
Woldegk (Göhren),130 m²,4 Zi.,3441 m² Grundstück,In der Stadt arbeiten und im Grünen wohnen,Hackbarth Immobilien,349.000 €
Neustadt in Sachsen (Langburkersdorf),181 m²,7 Zi.,1479 m² Grundstück,Sanierungswürdiges Einfamilienhaus in Neustadt in Sa. OT Langburkersdorf,Volker Schober Immobilien,92.000 €
Neukieritzsch (Neukieritzsch),95 m²,4 Zi.,500 m² Grundstück,Wohnen im Neuseenland,Global Immobilien  Vermögensverwaltungs-GmbH,265.000 €
Weinböhla,139 m²,5 Zi.,470 m² Grundstück,Für alle die es ruhig und grün mögen,Radebeuler Wohnbau GmbH,499.300 €
Klipphausen (Ullendorf),116 m²,4 Zi.,650 m² Grundstück,Traumhaus klein und fein,Radebeuler Wohnbau GmbH,399.000 €
Weinböhla,158 m²,4 Zi.,470 m² Grundstück,Idyll in II. Reihe,Radebeuler Wohnbau GmbH,540.500 €
Radebeul,151 m²,5 Zi.,840 m² Grundstück,Wunderschöne Stadtvilla in traumhafter Baulücke,Radebeuler Wohnbau GmbH,659.750 €
Radebeul,169 m²,5 Zi.,690 m² Grundstück,Radebeul - zentral gelegen und trotzdem sehr ruhig,Radebeuler Wohnbau GmbH,716.750 €
Radebeul,158 m²,4 Zi.,1000 m² Grundstück,Angenehm Wohnen in Radebeul  ,Radebeuler Wohnbau GmbH,775.000 €
"Breite 78, Zerbst/Anhalt (Zerbst)",82 m²,2 Zi.,91 m² Grundstück,"Townhaus Baujahr 1996 - JNKM 6.900,- EUR -wohnen auf 3 Ebenen in begehrter Wohnlage, direkt am Kloster",Nindel-Immobilien GbR Tatyana Nindel u. Fred Nindel,125.000 €
"Auligk 17, Groitzsch (Auligk)",112 m²,5 Zi.,574 m² Grundstück,Sanierungsbedürftiges Haus mit Garten für Heimwerker,Pro Carré Facility Management GmbH,36.000 €
Obergurig (Singwitz),85 m²,3 Zi.,1034 m² Grundstück,"1.034 m² großes Grundstück mit Altbestand (Haupthaus, Schuppen, Nebengelass)",ImmoBrauer Berlin,auf Anfrage
Klipphausen (Klipphausen),127 m²,5 Zi.,606 m² Grundstück,Ihr Einfamilienhaus in Klipphausen,ISV ProjektHaus GmbH,442.000 €
"Am Weingarten 4, Osterburg (Altmark) (Krevese)",97 m²,,836 m² Grundstück,Bezugsfertiges Einfamilienhaus im Bungalowstil ,Lux - Immobilien,220.000 €
Proseken (Proseken),138.64 m²,4 Zi.,877 m² Grundstück,Provisionsfrei! Im April ins neue Heim!,Bernd Lüdtke Immobilien,599.999 €
Magdeburg (Alt Olvenstedt),158 m²,6 Zi.,630 m² Grundstück,Einfamilienhaus in MD-Olvenstedt,Immobilien Schröder OHG Inh. Peter Schröder,425.000 €
"Am Mühlenberg 46, Havelsee (Briest)",110 m²,5 Zi.,405 m² Grundstück,Familiäres Wohnen an der Havel - Doppelhaushälfte zu verkaufen,Immobilienagentin Renate Krystosek,212.000 €
"Grundstraße 8, Stendal (Groß Schwechten)",90 m²,4 Zi.,4334 m² Grundstück,Bereits verkauft ! Einfamilienhaus mit großem Selbstversorgergrundstück !,Lux - Immobilien,52.000 €
Elstra (Kindisch),110 m²,5 Zi.,1750 m² Grundstück,Ruhige Lage,Finanz- u. Immobilienmakler­­,109.000 €
Eisenhüttenstadt (Schönfließ),64 m²,3 Zi.,585 m² Grundstück,Einfamilienhaus sehr gute Lage von Eisenhüttenstadt (Handwerkerobjekt) ,Oder-Spree Immobilien,132.000 €
Kloster Lehnin - Reckahn (Reckahn),142 m²,6 Zi.,1500 m² Grundstück,"Sehr geräumiges Bauernhaus auf großem, idyllischem Grundstück!",Thomas Fiedler Maklerunternehmen,385.000 €
Schönhausen (Elbe) (Hohengöhren),150 m²,,1150 m² Grundstück,Einfamilienhaus mit viel Potenzial und Nebengelass in Hohengöhren,F&amp;P Finanzdienstleistungen GmbH &amp; Co.KG,195.000 €
"Güstrower Straße 10, Hohen Sprenz (Hohen Sprenz)",235 m²,8 Zi.,1250 m² Grundstück,Die Ostsee ruft - mecklenburger Luft,Appelhagen Immobilienmakler,259.000 €
Lauta (Lauta),145 m²,6 Zi.,991 m² Grundstück,"ger. Wohnhaus mit NG, Garage und Grund in Top-Lage von Lauta",Hache Immobilien Inh. Magdi Hache,169.000 €
Lassan (Lassan),160 m²,5 Zi.,429 m² Grundstück,Grundstück mit einem Zweifamilienhaus in Lassan am Peenestrom gegenüber der Insel Usedom,Tesch-Immobilien.com,auf Anfrage
Lauchhammer (Lauchhammer),138.56 m²,6 Zi.,840 m² Grundstück,Sehr schönes EFH mit viel NG und Grund in Top-Lage von Lauchhammer,Hache Immobilien Inh. Magdi Hache,199.000 €
Leipzig (Dölitz-Dösen),170 m²,6 Zi.,185 m² Grundstück,Denkmal darüber nach.... ,Global Immobilien  Vermögensverwaltungs-GmbH,275.000 €
"Wasserreihe 10, Nienburg (Saale) (Nienburg)",90 m²,3 Zi.,180 m² Grundstück,Klein aber fein Einfam. Reihenhaus,IC Immobilien GmbH,45.000 €
Grünheide (Mark) (Grünheide),148.43 m²,5 Zi.,208 m² Grundstück,GUTES -Investment-nah Berlin,Thomas Schneider Immobilienservice,355.000 €
Teutschenthal (Angersdorf),160 m²,7 Zi.,570 m² Grundstück,Halle/Saale - Eigenheim 6 km vom Stadtzentrum,Reichel Immobilien Bodo Reichel,307.000 €
Lauchhammer (Lauchhammer),112 m²,,496 m² Grundstück,Doppelhaushälfte mir Wintergarten zu verkaufen,Kieweg Immobilien Management GmbH,227.500 €
Lauchhammer (Grünewalde),120 m²,4 Zi.,1560 m² Grundstück,solides Einfamilienhaus mit Restarbeiten steht zum Verkauf bereit,Kieweg Immobilien Management GmbH,85.000 €
Ummanz (Lieschow),245 m²,9 Zi.,2622 m² Grundstück,Fachwerkdenkmal unter Reet - Landhausvilla in Alleinlage und Boddennähe,Goldberg Immobilien Gruppe Nord GmbH,719.000 €
"Philipp-Müller-Straße 10, Bad Saarow (Bad Saarow-Pieskow)",136 m²,5 Zi.,667 m² Grundstück,Ruhiges Wohnen nah am Bahnhof!,Kuhn Immobilien,459.000 €
Torgau (Torgau),280 m²,10 Zi.,1048 m² Grundstück,Doppelhaushälfte mit ca. 280 m² Wohnfläche in schöner und ruhiger Wohnlage von Torgau zu verkaufen,Joachim Rolke Immobilien GmbH,285.000 €
"Am Erlegrund 4 in 39264 Zerbst OT Pulspforde, Zerbst/Anhalt (Neue Mühle)",155 m²,5 Zi.,850 m² Grundstück,Neubau Schlüsselfertig inkl. Grundstück - Einfamilienhaus in 39264 Pulspforde nur 4 km von Zerbst entfernt,Nindel-Immobilien GbR Tatyana Nindel u. Fred Nindel,230.000 €
"Am Erlegrund 4 in 39264 Zerbst OT Pulspforde, Zerbst/Anhalt (Neue Mühle)",155 m²,5 Zi.,722 m² Grundstück,Neubau Schlüsselfertig inkl. Grundstück - Einfamilienhaus in 39264 Pulspforde nur 4 km von Zerbst entfernt,Nindel-Immobilien GbR Tatyana Nindel u. Fred Nindel,230.000 €
Königs Wusterhausen (Zeesen),140 m²,5 Zi.,3139 m² Grundstück,Preis nach Vereinbarung. Die besondere Immobilie! Herrschaftliches Haus auf einem großen und naturnahen Grundstück!,Immobilien Vertriebs Consulting Dipl.-Ing. (FH) Doreen Senger &amp; Tino Frank GbR,500.000 €
Ebersbach-Neugersdorf (Ebersbach),293 m²,7 Zi.,5220 m² Grundstück,Fabrikantenvilla auf parkähnlichen Grundstück,Thiele Immobilien,79.000 €
Schlatkow (Groß Polzin),100 m²,6 Zi.,3023 m² Grundstück,Ländliches Einfamilienhaus mit viel Gestaltungspotential,BIRNBAUM Real Estate Management GmbH,149.500 €
Kleinmachnow,192 m²,8 Zi.,802 m² Grundstück,Großes modernisiertes Einfamilienhaus in Südwestausrichtung,AJA Immobilien,1.249.000 €
Premnitz (Premnitz),130 m²,4 Zi.,453 m² Grundstück,"EFH IN PREMNITZ, MIT CHARMANTEM POTENTIAL, IN DACHSBERG-RANDLAGE",Thiele Immobilien,249.000 €
Groß Kreutz (Havel) - Deetz (Deetz),305.6 m²,6 Zi.,3447 m² Grundstück,TOP Stadtvilla - Neubau - Naturlage - sehr großzügig!,Thomas Fiedler Maklerunternehmen,680.000 €
Griebenow (Kreutzmannshagen),200.5 m²,6 Zi.,3611 m² Grundstück,Landhaus mit großem Grundstück in (fast) Alleinlage,BIRNBAUM Real Estate Management GmbH,443.000 €
Möckern (Grabow),223 m²,8 Zi.,1200 m² Grundstück,"Haussubstanz für knapp 140.000,-plus Grundstück 5min. zur GigaFactory...",Andreas Schmidt Immobilien,175.000 €
Glienicke/Nordbahn,137 m²,5 Zi.,425 m² Grundstück,Doppelhaushälfte Neubauprojekt - zentral in Glienicke/Nordbahn - auf Erbbaurecht,Ingenieurbüro - Immobilien Dipl.-Ing. Andreas Günther,463.387 €
Hinrichshagen (Guest),115 m²,4 Zi.,408 m² Grundstück,"Sehr schöne und gemütliche Doppelhaushälfte, stadtnah, zu verkaufen ",Immobilien-Hübner Greifswald,315.000 €
Demmin (Demmin),135 m²,6 Zi.,595 m² Grundstück,Einfamilienhaus im Grünen,Seemann -  Immobilien,369.000 €
Pasewalk (Pasewalk),120 m²,5 Zi.,1059 m² Grundstück,Großzügiges Einfamilienhaus in ruhiger Wohngegend,BIRNBAUM Real Estate Management GmbH,auf Anfrage
"Bitterfelder-Str. 28, Löbnitz (Löbnitz)",95 m²,4 Zi.,111 m² Grundstück,"AUSZEIT NAH AM SEE...JETZT UMBAU STARTEN,FERIENIMMOBILIE MIT ZUKUNFT!",WIK24 Immobilien,75.000 €
Groitzsch (Hohendorf),215 m²,17 Zi.,1800 m² Grundstück,Wohnhaus in ländlicher Idylle mit Werkstatt und Streuobstwiese,Immobilien-und Baufinanzierungskontor Wollenberg,250.000 €
Ahrensfelde (Eiche),150 m²,5 Zi.,733 m² Grundstück,Einfamilienhaus mit Garage und Garten  ,Spiering &amp; Spiering GmbH,530.000 €
Prenzlau (Prenzlau),111 m²,4 Zi.,498 m² Grundstück,Einfamilienhaus als Teilverkauf - ideal als Kapitalanlage,BIRNBAUM Real Estate Management GmbH,149.500 €
Wernigerode (Reddeber),120 m²,5 Zi.,400 m² Grundstück,Wernigerode OT Reddeber  Doppelhaushälfte  mit schönes Eckgrundstück und Garten,Erna Henning-Immobilien e.K.,285.000 €
Magdeburg (Sudenburg),140 m²,7 Zi.,594 m² Grundstück,Stadtvilla in bevorzugter Wohnlage in Magdeburg,Andreas Schmidt Immobilien,485.000 €
Boitzenburger Land (Wichmannsdorf),190 m²,6 Zi.,2106 m² Grundstück,große Familie mit vielen Plänen gesucht - Boitzenburger Land - Ihr neues zu Hause,Leopold Immobilien,299.000 €
Schwarzheide,158 m²,6 Zi.,986 m² Grundstück,ger. Wohnhaus mit Grund mit Wasserzugang zur Pößnitz,Hache Immobilien Inh. Magdi Hache,99.000 €
"Zum Briesen 8, Vielank (Tewswoos)",95 m²,3 Zi.,998 m² Grundstück,"Landhaushälfte mit Terrasse, Garage und Garten in 19303 Tewswoos !",Timmobilie,118.000 €
"Straße der Republik 5, Rötha (Mölbis)",191 m²,6 Zi.,590 m² Grundstück,Wohnhaus mit Büro/Laden/Praxis in der Nähe vom Störmthaler See!!!,Sander Immobilien,250.000 €
Steinhagen (Negast),155 m²,7 Zi.,636 m² Grundstück,Großzügiges Einfamilienhaus im Schwedenhausstil mit Einliegerwohnung,Kahlhorn Immobilien,419.000 €
Havelsee - Tieckow (Tieckow),440 m²,6 Zi.,7742 m² Grundstück,"2 EFH zum Preis von einem,  auf sehr großem Grundstück!",Thomas Fiedler Maklerunternehmen,465.000 €
Ostritz (Leuba),393 m²,14 Zi.,4243 m² Grundstück,Einfamilienhaus und Dreiseithof,Thiele Immobilien,650.000 €
Trinwillershagen (Wiepkenhagen),180 m²,8 Zi.,3658 m² Grundstück,Für fleißige Handwerker,RS Immobilien,49.000 €
Falkensee,140 m²,5 Zi.,701 m² Grundstück,Einfamilienhaus im schönen Finkenkrug,Green Cat Bau &amp; Immobilien Andreas Hartmann,798.500 €
An der Poststraße (Herrengosserstedt),39 m²,2 Zi.,275 m² Grundstück,Kompakt - komfortabel - nachhaltig: Modernes Tiny Haus zwischen Weimar und Naumburg,Eigenheim &amp; Service Udo Langenberg,189.000 €
Sandersdorf-Brehna (Sandersdorf),152 m²,,425 m² Grundstück,Sandersdorf Wohnhaus in Bestlage,Reichel Immobilien Bodo Reichel,153.000 €
Colditz (Sermuth),125 m²,7 Zi.,455 m² Grundstück,Preisenkung unsere Weihnachtsgeschenk - Wohnhaus mit Historie sucht neue Familie,Uwe Krah Immobiliendienstleistungen - Krah Immobilien,149.999 €
"Annenhofer Weg 6A, Bad Saarow (Bad Saarow-Pieskow)",85 m²,3 Zi.,5670 m² Grundstück,Liebhaber für Landleben gesucht !,Kuhn Immobilien,199.000 €
"Karl-Liebknecht Str. 32, Neuhausen/Erzgebirge (Neuhausen)",80 m²,5 Zi.,730 m² Grundstück,Doppelhaushälfte in ruhiger Siedlungslage (reserviert),Immobilien Herrmann,49.000 €
Born a. Darß,100 m²,4 Zi.,570 m² Grundstück,Bungalow mit 2 Ferienwohnungen   in Born auf dem Darß,Grus Grus-Immobilien,749.000 €
Stahnsdorf (Güterfelde),210 m²,5 Zi.,657 m² Grundstück,Hochwertiges Einfamilienhaus in Stahnsdorf,Lutz Ruff e.K.,1.250.000 €
Osterfeld (Osterfeld),262 m²,8 Zi.,518 m² Grundstück,Wohnhaus mit vielfältigen Nutzungsmöglichkeiten,DREIFACHMAKLER,139.000 €
Cavertitz OT Schirmenitz (Schirmenitz),137 m²,4 Zi.,473 m² Grundstück,Großzügiges Einfamilienhaus mit Nebengelass in der Gemeinde Cavertitz,Joachim Rolke Immobilien GmbH,64.000 €
Geringswalde (Geringswalde),120 m²,6 Zi.,250 m² Grundstück,Saniertes Reihenhaus ,Immobilien GmbH Andreas Fiebig,190.000 €
Beetzsee - Brielow (Brielow),135 m²,5 Zi.,1063 m² Grundstück,"Gepflegt, geräumig, unterkellert, mit Nebengelass und 3 Garagen!",Thomas Fiedler Maklerunternehmen,299.500 €
Blankenfelde-Mahlow (Blankenfelde),153 m²,5 Zi.,995 m² Grundstück,Wunderschöne Villa in Blankenfelde zu verkaufen!,Dr. Wilhelm Prögel &amp; Söhne Immobilien Inh: Fabian Prögel,690.000 €
Strehla (Strehla),137 m²,5 Zi.,180 m² Grundstück,Handwerkerobjekt - Reihenhaus im Stadtzentrum von Strehla,Joachim Rolke Immobilien GmbH,39.000 €
Niedere Börde (Groß Ammensleben),144 m²,5 Zi.,560 m² Grundstück,Zuhause in Groß Ammensleben ,Dr.Sporkenbach Baukonzept GmbH,400.000 €
Niedere Börde (Groß Ammensleben),116 m²,4 Zi.,305 m² Grundstück,Doppelhaushälfte mit 305 m² Grundstück in Groß Ammensleben  ,Dr.Sporkenbach Baukonzept GmbH,295.000 €
Lüdersdorf (Lüdersdorf),136 m²,5 Zi.,1086 m² Grundstück,Nähe Lübeck - Solides Einfamilienhaus mit Single-Wohnung und Nebengebäuden auf großzügigem Grundstück,Raiffeisen Immobilien und Beratungs GmbH,298.000 €
Wolmirstedt (Wolmirstedt),116 m²,4 Zi.,582 m² Grundstück,Doppelhaushälfte mit 582 m² Grundstück in Wolmirstedt  ,Dr.Sporkenbach Baukonzept GmbH,368.000 €
Selpin (Wesselstorf),,50 Zi.,84250 m² Grundstück,Gutshaus und Landschaftspark Wesselstorf - ein idyllisches Refugium zum Leben und Urlauben und ein lukratives Investment,"Dahler Rostock, jovi living GmbH",auf Anfrage
"Wurzener Straße 16, Belgern-Schildau (Schildau)",108 m²,7 Zi.,798 m² Grundstück,Freistehendes EFH mit Scheune und Garten,EF-Concept GmbH Hausbau- Finanzierungen- Baubetreuung- Immobilien,95.000 €
Klein Bünzow (Groß Jasedow),100 m²,4 Zi.,3507 m² Grundstück,Grundstück mit Einfamilienhaus in Groß Jasedow in Nähe der Hansestadt Anklam vor den Toren der Ostseeinsel Usedom,Tesch-Immobilien.com,130.000 €
Klipphausen (Ullendorf),120 m²,4 Zi.,650 m² Grundstück,IHR TRAUMHAUS MUSS NICHT LÄNGER EIN TRAUM BLEIBEN. WOHLFÜHLEN STEHT HIER AN ERSTER STELLE.,Heinz von Heiden Massivhäuser Dresden &amp; Pirna,520.000 €
Nossen (Nossen),118.06 m²,4 Zi.,620 m² Grundstück,*TOP ANGEBOT* Attraktiver Bungalow inkl. Fußbodenheizung und Luftwäremepumpe,Heinz von Heiden Massivhäuser Dresden &amp; Pirna,309.510 €
Struppen (Pirna),107 m²,4 Zi.,663 m² Grundstück,Ein Katzensprung bis Dresden !!!! - Einfamilienhaus in Struppen!!!!!,Heinz von Heiden Massivhäuser Dresden &amp; Pirna,412.653 €
