location,size,rooms,land_area,description,seller,price
Schmölln (Bohra),140 m²,7 Zi.,816 m² Grundstück,Ihr Projekt für ein neues und anspruchsvolles Zuhause!,DKB Grund GmbH Gera,48.000 €
Hermsdorf,154 m²,5 Zi.,632 m² Grundstück,Charmantes Einfamilienhaus für Ihr Familienglück,DKB Grund GmbH Gera,180.000 €
Hamburg (Schnelsen),183 m²,4 Zi.,701 m² Grundstück,Großzügiges Einfamilienhaus in hinterer Bebauung!,Engel &amp; Völkers Niendorf/Schnelsen,1.180.000 €
Bremen (Hemelingen),120 m²,5 Zi.,350 m² Grundstück,"RMH mit 3 Wohn-Etagen, großem Keller als Abstellbereich + extra großem Garten + Garage",Schneidewind,275.000 €
Bremen (Schwachhausen),100 m²,5 Zi.,292 m² Grundstück,Schönes Reihenmittelhaus in Toplage in Schwachhausen,Oldenburgische Landesbank AG,485.000 €
Berlin (Biesdorf),128 m²,3 Zi.,668 m² Grundstück,IMMOBERLIN.DE - Attraktiver Bungalow nahe Schloss Biesdorf ,IMMOBERLIN Inhaber Carsten D. Topel,625.000 €
Hamburg-Sasel (Sasel),116 m²,5 Zi.,616 m² Grundstück,modernisiertes Einfamilienhaus für Familien,WITTHÖFT Wohnimmobilien GmbH,585.000 €
Kölleda (Kölleda),180.31 m²,6 Zi.,777 m² Grundstück,Vielseitiger Wohntraum für Ihr Familienglück,DKB Grund GmbH Erfurt,345.000 €
Meerane (Meerane),148 m²,5 Zi.,130 m² Grundstück,Junge Familien im eigenen Haus,Gewerblicher Anbieter,65.000 €
"Lilienweg 18, Doberschau-Gaußig (Doberschau)",132 m²,5 Zi.,547 m² Grundstück,Einfamilienhaus in Doberschau,Gewerblicher Anbieter,330.000 €
"Pannewitz 15 c, Neschwitz (Pannewitz)",134 m²,4 Zi.,1241 m² Grundstück,Einfamilienhaus mit großen Garten und einem wunderschönen Fernblick,Gewerblicher Anbieter,198.000 €
"Goldbacher Weg 11, Bischofswerda (Bischofswerda)",142 m²,,1449 m² Grundstück,Einfamilienhaus in traumhafter Lage mit großem Grundstück in Bischofswerda!,Gewerblicher Anbieter,220.000 €
Hamburg / Othmarschen (Othmarschen),163 m²,5 Zi.,379 m² Grundstück,Energieeffizientes Zuhause in Elbnähe - Großzügiges Neubau-Twin- House mit Südgarten,DAHLER &amp; COMPANY Elbe GmbH &amp; Co. KG,1.575.000 €
Seelingstädt (Friedmannsdorf),100 m²,3 Zi.,805 m² Grundstück,Saniertes   kleines EFH  mit nur einem Nachbarn in ländlich ruhiger Lage  zwischen Berga und Seelingstädt,Gewerblicher Anbieter,130.000 €
"Butzower Weg 26 b, Brandenburg an der Havel (Dom)",81.9 m²,3 Zi.,1100 m² Grundstück,Großes Seegrundstück mit Bungalow am Beetzsee!,Gewerblicher Anbieter,220.000 €
Berga (Tschirma),185 m²,6 Zi.,436 m² Grundstück,neuwertiges Einfamilienhaus in ruhiger Lage mit Fernblick,ImmoHeldin,319.000 €
Berga/Elster (Berga),108 m²,4 Zi.,759 m² Grundstück,Berga/Elster - barrierefrei Leben,Happy Haus Bau GmbH - Uta Hartmann Musterhaus Gera,271.300 €
Neustadt in Sachsen (Polenz),235 m²,6 Zi.,1360 m² Grundstück,Rohdiamant zum Selbstgestalten: Ehemaliger Gasthof bietet Potenziale in idyllischer Lage,McMakler GmbH,49.000 €
"Lindenstraße 17, Lohsa (Lippen)",150 m²,4.5 Zi.,2093 m² Grundstück,Provisionsfrei - Einfamilienhaus mit Terrasse und Garten in Lohsa,Gewerblicher Anbieter,550.000 €
Friedrichroda (Schönau v d Walde),175 m²,9 Zi.,1020 m² Grundstück,Zwei Häuser ein Preis - Großzügig Wohnen im Luftkurort Friedrichroda,Engel &amp; Völkers Westthüringen,189.000 €
Hamburg (Bramfeld),130 m²,3 Zi.,590 m² Grundstück,TOP Doppelhaushälfte in sehr ruhiger Lage von Bramfeld ! 130m2 WF zzgl. Ausbaureserve und Vollkeller !,Privater Anbieter,775.000 €
Weimar (Altstadt),421 m²,12 Zi.,1936 m² Grundstück,Architektenhaus mit drei Wohneinheiten und Naturidylle nahe Weimar,EV Immobilien GmbH Jena Büro Weimar,auf Anfrage
Hamburg (Rahlstedt),144 m²,6 Zi.,982 m² Grundstück,Jugendstilvilla in Hamburg-Oldenfelde von Privat,Privater Anbieter,749.000 €
Lauta (Lauta),110 m²,4 Zi.,912 m² Grundstück,Gemütliche Doppelhaushälfte in der Lausitzer Seenplatte,DKB Grund GmbH Cottbus,219.500 €
Bremen (Oberneuland),113 m²,4 Zi.,232 m² Grundstück,Top gepflegtes Endhaus mit schönem Garten,Engel &amp; Völkers Bremen,445.000 €
"Bargteheider Straße 172, Hamburg (Rahlstedt)",212 m²,7 Zi.,558 m² Grundstück,Rarität von Privat! Provisionsfrei! Jugendstilvilla Immobilie in HH Oldenfelde. ,Privater Anbieter,1.170.000 €
Berlin (Grunewald),320 m²,10 Zi.,1251 m² Grundstück,GRUNDSTÜCK IN BESTER GRUNEWALD-LAGE  MIT EINFAMILIENHAUS ZUM SANIEREN ODER  ZUM NEUBEBAUEN,Sigal &amp; Sapiro Real Estate GmbH,4.295.000 €
Grimma (Grimma),375 m²,14 Zi.,1113 m² Grundstück,"Zweifamilienhaus mit Terrasse, Garten und Potential",Gewerblicher Anbieter,450.000 €
Kreischa (Babisnau),141.4 m²,5 Zi.,158 m² Grundstück,*Rarität am Stadtrand von Dresden/Kreischa im Ortsteil Babisnau*,Johannes &amp; Partner - Immobilienmakler,295.000 €
Berlin (Mariendorf),93 m²,4 Zi.,533 m² Grundstück,"Bölitz Immobilien GMBH - Ruhiges, grünes Idyll im Herzen von Berlin Mariendorf, Sofort Bezugsfrei !!",Bölitz-Immobilien GmbH,599.999 €
Hamburg (Langenhorn),170 m²,7.5 Zi.,781 m² Grundstück,Provisionsfrei - Familientraum mit Flair im Norden Hamburgs,Privater Anbieter,1.290.000 €
"Anton-Wiede-Straße 17, Blankenstein",136 m²,6 Zi.,792 m² Grundstück,(Ein)Familienhaus  in Blankenstein für die größere Familie am Rennsteig,Gewerblicher Anbieter,95.000 €
"Elbkamb 30, Hamburg (Niendorf)",341 m²,11 Zi.,411 m² Grundstück,"Schickes Haus, Stadtflitzer und Brötchenflatrate - ohne Courtage",ohne-makler.net - Immobilien selbst vermarkten,1.149.149 €
Elsterberg (Elsterberg),95 m²,4 Zi.,210 m² Grundstück,Eigentum statt Miete! Preiswertes Einfamilienhaus in Elsterberg!,Gewerblicher Anbieter,99.000 €
Hamburg (Wilhelmsburg),127 m²,5 Zi.,240 m² Grundstück,Hier wartet Ihr Endreihenhaus auf Sie - in Wilhelmsburg,Privater Anbieter,670.000 €
Berlin (Lichtenrade),95 m²,3 Zi.,250 m² Grundstück,**Ihre Ideen können Sie in diesem Haus realisieren!**,TERRA DOMUS APARTMENTS GmbH,435.900 €
Chemnitz (Wittgensdorf),118 m²,6.5 Zi.,620 m² Grundstück,"In ruhiger Wohnlage 6,5-Zimmer-DHH mit schönem Grundstück in Chemnitz-Wittgensdorf",Privater Anbieter,254.000 €
Greiz (Greiz),214 m²,6 Zi.,570 m² Grundstück,"Provisionsfrei - Einfamilienhaus mit Wintergarten, Terrasse und Einliegerwohnung",Privater Anbieter,auf Anfrage
Hamburg (Marmstorf),105 m²,4 Zi.,191 m² Grundstück,Provisionsfrei - Sehr gepflegtes Reihenmittelhaus mit Tiefgaragenstellplatz  in ruhiger Lage in HH-Marmstorf,Privater Anbieter,355.000 €
Dresden (Naußlitz),113.95 m²,5 Zi.,400 m² Grundstück,Sie suchen ein Haus mit Pool - schauen Sie rein!,DKB Grund GmbH Dresden,330.000 €
Puschwitz (Neu-Puschwitz),73.71 m²,3 Zi.,1500 m² Grundstück,Gestaltbares Haus mit großem Garten,McMakler GmbH,79.000 €
Großweitzschen (Mockritz),136 m²,4 Zi.,861 m² Grundstück,Freistehendes Einfamilienhaus ++ provisionsfrei ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,34.000 €
Großbreitenbach,105 m²,4 Zi.,403 m² Grundstück,*Preisreduzierung* Feriendomizil im Thüringer Wald,Engel &amp; Völkers Westthüringen,99.000 €
Berlin (Wannsee),166.12 m²,6 Zi.,633 m² Grundstück,++ ABSOLUTE RARITÄT UND SELTENE KAUF-GELEGENHEIT IN TOP-LAGE!!! RUHIG UND IDYLLISCH GELEGENE STADTVILLA IN WANNSEE-NÄHE PROVISIONSFREI ZU VERKAUFEN ++,Privater Anbieter,auf Anfrage
Großpostwitz (Großpostwitz),110 m²,4 Zi.,7048 m² Grundstück,++ Freistehendes Einfamilienhaus mit Gartenpool und Garage ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,328.000 €
Hamburg (Lohbrügge),140 m²,4 Zi.,533 m² Grundstück,Traumhaus in HH-Boberg mit höchster Wohnkultur Etwas ganz Besonderes - Charmant und exklusiv.,BUSSE - IMMOBILIEN e.K.,1.125.000 €
"Zangenbergweg 4, Berlin (Mariendorf)",145 m²,4.5 Zi.,454 m² Grundstück,EFH maklerfrei m. Einliegerwhg.! Wohlfühlen im Grünen m. vielseitigen Optionen in Berlin Mariendorf ,Privater Anbieter,629.000 €
"Falkensteiner Str. 54A, Plauen (Reusa)",194 m²,6.5 Zi.,2160 m² Grundstück,Hochwertige selbstversorgende Stadtvilla - Provisionsfrei - ,Privater Anbieter,888.000 €
Suhl (Suhl),128 m²,7 Zi.,254 m² Grundstück,Einfamilienhaus,DAS IMMOBILIENHAUS Fuhrmann,79.000 €
Dürrröhrsdorf-Dittersbach (Wilschdorf),272 m²,10 Zi.,4009 m² Grundstück,Bauernhof - Umbau auf autarkes Leben möglich,Ostsächsische Sparkasse Dresden,375.000 €
Jena (Wenigenjena),160 m²,7.5 Zi.,1400 m² Grundstück,Sonnige und großzügige Doppelhaushälfte am Fuße des Jenzig,Privater Anbieter,520.000 €
Hamburg (Langenhorn),112 m²,4 Zi.,330 m² Grundstück,"Top Endhaus mit Dachausbau, viele Extras - sehr gepflegt- 2 Garagen möglich",Immobilienagentur Zschunke,630.000 €
Berlin (Kladow),97 m²,3 Zi.,255 m² Grundstück,IMMOBERLIN.DE - Sehr adrettes Reihenhaus mit Südwestgarten in exzellenter Lage,IMMOBERLIN Inhaber Carsten D. Topel,540.000 €
Hamburg (Wandsbek),105 m²,3 Zi.,478 m² Grundstück,Gestalterische Freiheiten: Großes 3-Zi.-EFH mit schöner Terrasse auf einem Erbbaugrundstück,McMakler GmbH,310.000 €
Diera-Zehren (Zadel),105 m²,5 Zi.,241 m² Grundstück,Idyllisch gelegene Doppelhaushälfte im Elbweindorf Zadel,Hofmann &amp; Partner GmbH,99.000 €
Hamburg (Volksdorf),408 m²,15 Zi.,655 m² Grundstück,Modernes Zweifamilienhaus in Volksdorf,Gewerblicher Anbieter,2.700.000 €
Bremen (Tenever),111 m²,4 Zi.,252 m² Grundstück,Saniertes Reihenendhaus im Industrial Style zu verkaufen!,Bricks &amp; Mortar Immobilien Bremen GmbH,329.000 €
Hamburg (Neugraben-Fischbek),140.63 m²,5 Zi.,278.85 m² Grundstück,Modernes KfW 70 Endreihenhaus mit Garten und großer Dachterrasse inkl. Sonnenausrichtung,Stechmann GmbH,569.000 €
Dresden (Oberwartha),35 m²,1.5 Zi.,500 m² Grundstück,"Sommergrundstück mit Finnhütte und Sauna auf Erbpachtgrundstück, nah am Stausee - Oberwartha",Beate Protze Immoblien GmbH,90.000 €
Großpösna (Güldengossa),181 m²,7 Zi.,552 m² Grundstück,Großzügige Wohnidylle mit gewerblicher Nutzungsmöglichkeit am Störmthaler See bei Leipzig,Gewerblicher Anbieter,550.000 €
Hamburg (Bergedorf),264 m²,9 Zi.,723 m² Grundstück,"Erstbezug nach energetischer, vollständiger Kernsanierung - historische Villa im Bergedorfer Villenviertel",Privater Anbieter,2.580.000 €
Unterweißbach (Unterweißbach),257 m²,9 Zi.,210 m² Grundstück,Familienfreundliches Einfamilienhaus am Waldrand,DKB Grund GmbH Gera,49.000 €
Hamburg (Langenhorn),105 m²,5 Zi.,86 m² Grundstück,Provisionsfreies RMH mit 5 Zimmern,Privater Anbieter,560.000 €
Berlin (Französisch Buchholz),125 m²,5 Zi.,560 m² Grundstück,IMMOBERLIN.DE - Sehr attraktives Einfamilienhaus und/oder Baugrundstück  ,IMMOBERLIN Inhaber Carsten D. Topel,469.000 €
Zwickau (Niederplanitz),100 m²,3 Zi.,496 m² Grundstück,Ihr ZUHAUSE im GLÜCK,Sparkasse Zwickau,275.000 €
Jena (Wenigenjena),144 m²,6 Zi.,497 m² Grundstück,2-Familienhaus nebst Garage und Carport - provisionsfrei,AZ Agentur für Zwangsversteigerungsinformationen GmbH,596.000 €
Hamburg (Lurup),105 m²,7 Zi.,590 m² Grundstück,EFH in Hamburg-Lurup provisionsfrei,Privater Anbieter,690.000 €
Jena (Wenigenjena),400 m²,10 Zi.,1103 m² Grundstück,von Privat - großzügige Architektenvilla in exclusiver Lage,Privater Anbieter,1.890.000 €
"Freibergerstrasse 51, Klingenberg (Ruppendorf)",240 m²,6 Zi.,450 m² Grundstück,Einfamilienhaus im ländlichen Ruppendorf zu verkaufen,Privater Anbieter,95.000 €
Hamburg-Sasel (Sasel),121 m²,4 Zi.,550 m² Grundstück,Dieses Haus überzeugt jede Familie!,WITTHÖFT Wohnimmobilien GmbH,890.000 €
Panschwitz-Kuckau (Panschwitz-Kuckau),150 m²,6 Zi.,1140 m² Grundstück,Bezugsfertiges Einfamilienhaus zw. Bautzen und Kamenz,HORNIG Auktionen,99.000 €
Weinböhla,185 m²,4 Zi.,660 m² Grundstück,Modernes &amp; geräumiges Einfamilienhaus in beliebter &amp; grüner Wohnlage von Weinböhla.,KORREKT IMMOBILIEN GmbH &amp; Co. KG,525.000 €
Borna (Borna),100 m²,3 Zi.,692 m² Grundstück,freistehendes Einfamilienhaus in Borna++sofort frei,Immobilien Walther Leipzig,195.000 €
Kirchberg (Kirchberg),90 m²,3 Zi.,110 m² Grundstück,Leistbare Freiheit,Sparkasse Zwickau,75.000 €
"Witwe-Bolte-Weg 57 b, Bremen (Sebaldsbrück)",120 m²,3 Zi.,415 m² Grundstück,Provisionsfrei - REH auf schönem Grundstück im Wilhelm-Busch-Viertel,Gewerblicher Anbieter,489.900 €
Berlin (Spandau),128 m²,5 Zi.,285 m² Grundstück,Doppelhaushälfte mit Erdwärmeheizung (Wärmepumpe) direkt am Landschaftsschutzgebiete Hahneberg,Gewerblicher Anbieter,690.000 €
Malschwitz (Niedergurig),580 m²,9 Zi.,4500 m² Grundstück,Direkt vom Eigentümer-großer Bungalow + 2 Einliegerwohnungen + Innenpool + Doppelgarage + 4.500 m² Grundstück an der Talsperre Bautzen!,HGS Franke,599.000 €
Radebeul,85 m²,4 Zi.,540 m² Grundstück,Doppelhaushälfte im Zentrum von Radebeul mit 540 m² Grundstück,Hofmann &amp; Partner GmbH,320.000 €
Berlin (Wilhelmshagen),145 m²,7 Zi.,1143 m² Grundstück,Neu Vendig - Wassergrundstück,Hornig-Immobilien GmbH,1.300.000 €
Neustadt in Sachsen (Neustadt),120.81 m²,5 Zi.,193 m² Grundstück,Der Blick aus Ihrem neuen Heim!,ImmoLounge GmbH,69.000 €
Oßling (Scheckthal),96 m²,4 Zi.,5910 m² Grundstück,Kleines Haus auf großem Grund,Ostsächsische Sparkasse Dresden,75.000 €
"Wilmersdorfer Str. 45, Hamburg (Rahlstedt)",180 m²,5 Zi.,1305 m² Grundstück,Einfamilienhaus mit rollstuhlgerechtem Erdgeschoss und großem Grundstück,Gewerblicher Anbieter,919.000 €
Berlin (Marienfelde),145 m²,6 Zi.,391 m² Grundstück,"IMMOBERLIN.DE - Adrettes Ein-/Zweifamilienhaus mit Westterrasse, Sonnenbalkon und Garten",IMMOBERLIN Inhaber Carsten D. Topel,630.000 €
"Hohenheimer Str 4, Berlin (Frohnau)",114 m²,5 Zi.,592 m² Grundstück,Provisionsfrei - Einfamilienhaus in bester Lage,Privater Anbieter,980.000 €
Markneukirchen (Erlbach),213 m²,9 Zi.,1599 m² Grundstück,Ruhige Lage Einfamilienhaus mit Garagen und großem Garten in 08258 Markneukirchen OT Erlbach,Privater Anbieter,249.000 €
Bremen (Sodenmatt),140 m²,6 Zi.,530 m² Grundstück,Reihenendhaus in Sackgassenlage mit großem Garten in Huchting,Gewerblicher Anbieter,289.000 €
Eilenburg (Pressen),155 m²,6 Zi.,1302 m² Grundstück,Ihr neues Zuhause im Grünen mit viel Potential,Mund Immobilien GmbH,280.000 €
Schwabhausen,108 m²,3 Zi.,330 m² Grundstück,FEIN WOHNEN Modernes Einfamilienhaus von 2018 - Einziehen und Wohlfühlen,fein wohnen,375.000 €
Bremen (Osterholz),150 m²,6 Zi.,602 m² Grundstück,Bremen -  2-FH mit Garten und viel Potenzial,Privater Anbieter,299.000 €
Hamburg (Bergedorf),112 m²,4 Zi.,385 m² Grundstück,"Provisionsfrei! Attraktive DHH, Einzelhauscharakter, ruhige Lage in Bergedorf / Alt-Nettelnburg",Privater Anbieter,620.000 €
Meißen (Meißen),104 m²,4 Zi.,860 m² Grundstück,Doppelhaushälfte mit Pool in ruhiger Lage von Meißen,Hofmann &amp; Partner GmbH,299.000 €
Hamburg (Rahlstedt),152 m²,5 Zi.,890 m² Grundstück,Genießen Sie den Sommer doch SMART ! ,Gewerblicher Anbieter,1.460.000 €
Schmalkalden (Schmalkalden),86 m²,5 Zi.,1520 m² Grundstück,Kleines Einfamilienhaus am Waldrand - provisionsfrei,Privater Anbieter,100.000 €
Hamburg (Cranz),128 m²,5 Zi.,633 m² Grundstück,EFH mit Garten in Hamburg-Cranz / HVV / Nähe Airbus,Gewerblicher Anbieter,429.000 €
Hamburg / Langenhorn (Langenhorn),84.47 m²,3 Zi.,134 m² Grundstück,Reihenmittelhaus mit Potenzial.,Carolin Gerken Immobilien,329.000 €
"Enge Gasse 4, Penig (Penig)",120 m²,4 Zi.,100 m² Grundstück,Wohnen in der Innenstadt !,AssetGate GmbH,40.000 €
"An der Hansekogge 19, Berlin (Friedrichsfelde)",150 m²,5 Zi.,155 m² Grundstück,Bezugsfreies Reihenhaus in neuwertigem Zustand mit Garten und Balkon!,D.K. Real Estate GmbH,799.000 €
Erfurt (Bindersleben),557 m²,19 Zi.,1946 m² Grundstück,"Ensemble zum Wohnen, Leben und Arbeiten",ACTIVA Wohnanlagen- und Grundstücksverwaltungs GmbH,1.250.000 €
Berlin (Mahlsdorf),123 m²,4 Zi.,370 m² Grundstück,Exklusive Stadtvilla mit 4 Zimmern auf sonnigen Traumgrundstück in Berlin Mahlsdorf ,Privater Anbieter,765.000 €
Berlin (Mahlsdorf),110 m²,6 Zi.,720 m² Grundstück,IMMOBERLIN.DE - Sehr attraktives Ein-/Zweifamilienhaus auf idyllischem Grundstück,IMMOBERLIN Inhaber Carsten D. Topel,595.000 €
Berlin (Spandau),120 m²,4 Zi.,378 m² Grundstück,IMMOBERLIN.DE - Charmantes Einfamilienhaus mit Südgarten in ruhiger Lage,IMMOBERLIN Inhaber Carsten D. Topel,620.000 €
Hamburg (Bergstedt),143 m²,4 Zi.,693 m² Grundstück,"Gut gepflegtes, teilmodernisiertes EFH mit attraktiver Ausstattung - im beliebten Bergstedt!",INSPIRATION IMMOBILIEN Inh. Michael Schmidt,1.100.000 €
Trossin / Falkenberg (Falkenberg),184.23 m²,5 Zi.,579 m² Grundstück,Charmantes Eigenheim in familiärer Atmosphäre,DKB Grund Leipzig,225.000 €
Dresden (Klotzsche),139 m²,6 Zi.,990 m² Grundstück,Blick ins Grüne!,Beate Protze Immoblien GmbH,580.000 €
Weimar (Taubach),120 m²,5 Zi.,505 m² Grundstück,Herzlich willkommen im eigenen zu Hause,Sparkasse Mittelthüringen,349.500 €
Großenhain (Rostig),240 m²,6 Zi.,706 m² Grundstück,Liebevoll saniertes Fachwerkhaus im Grünen. Viel Platz für Ihre Wohnträume. Nur 20 min bis Dresden.,Citymakler Dresden GmbH &amp; Co.KG,320.000 €
Bremen (Habenhausen),162 m²,5 Zi.,214 m² Grundstück,Wohlfühlen im Deichland: Schönes 5-Zimmer-Reihenhaus zum Kauf,Jade Gustavsson Architektur und Immobilien,649.000 €
Hamburg (Rahlstedt),258 m²,10 Zi.,1278 m² Grundstück,Perfekt für zwei Familien oder Selbstnutzung und Kapitalanlage kombiniert,­Makler Lambert e.K.,999.000 €
"Langer Weg 22, Weimar (Tiefurt)",190 m²,6 Zi.,2500 m² Grundstück,FAMILIENIDYLL AM TIEFURTER SCHLOSSPARK,BELVEDERE Immobilien Simionoff &amp; Dillmann GbR,750.000 €
Jonsdorf,127 m²,5 Zi.,584 m² Grundstück,Wohnhaus in schöner Lage von Jonsdorf,Volksbank Löbau-Zittau eG,245.000 €
Menteroda (Menteroda),98 m²,4 Zi.,1100 m² Grundstück,Energetisches Holzhaus mit Wohlfühlcharakter,Leifheit Immobilien,169.000 €
Hamburg (Wohldorf-Ohlstedt),442 m²,11.5 Zi.,3996 m² Grundstück,Modernes Villenanwesen direkt am Wasser,Engel &amp; Völkers Alstertal GmbH,3.300.000 €
"Urenfleet 1, Hamburg (Neuenfelde)",109 m²,4 Zi.,155 m² Grundstück,Neue KFW Förderungen sichern - Offene Besichtigung So. 12. März von 14 bis 16 Uhr - von modernen Architekten-Stadthäusern in HH-Neuenfelde,Tomczak Bauträger GmbH,414.000 €
Berlin Lichterfelde-West (Lichterfelde),100 m²,4.5 Zi.,452 m² Grundstück,Familienfreundliche Doppelhaushälfte auf Süd-Grundstück,Engel &amp; Völkers Immobilien Deutschland GmbH,800.000 €
Hamburg (Billstedt),114 m²,5 Zi.,216 m² Grundstück,Schöne Spielstraße in zentraler Lage am Boberger See,­Makler Lambert e.K.,450.000 €
"Altmarkt 21, Cottbus (Mitte)",113 m²,4 Zi.,337 m² Grundstück,Sehr gepflegtes Einfamilienhaus in Cottbus Kolkwitz/OT Glinzig sucht neuen Eigentümer,SDIM IMMOBILIEN® - Regionaldirektion Bundesverband für Immobilienwirtschaft,275.000 €
Potsdam (Fahrland),103 m²,5 Zi.,400 m² Grundstück,IMMOBERLIN.DE - Behagliche Doppelhaushälfte am Landschaftsschutzgebiet,IMMOBERLIN Inhaber Carsten D. Topel,550.000 €
Berlin (Lichterfelde),103 m²,3 Zi.,301 m² Grundstück,IMMOBERLIN.DE - Stimmungsvolle Doppelhaushälfte in exzellenter Lage,IMMOBERLIN Inhaber Carsten D. Topel,790.000 €
Hamburg / Rahlstedt (Rahlstedt),147.6 m²,4 Zi.,600.66 m² Grundstück,"Neubau-Doppelhaushälfte mit Traumgrundstück, zentral im Villenviertel von Alt-Rahlstedt!",DOLBERG-Immobilien,957.157 €
Hamburg / Rahlstedt (Rahlstedt),136.5 m²,5.5 Zi.,469.34 m² Grundstück,"Neubau-Doppelhaushälfte mit 5,5 Zimmern in TOP-Lage inmitten des Villenviertels von Alt-Rahlstedt!",DOLBERG-Immobilien,861.030 €
Harth-Pöllnitz (Struth),500 m²,,7040 m² Grundstück,+++ Ländliches Anwesen 4 Seiten-Hof+++,Göckeritz Immobilien,1.200.000 €
Hamburg (Niendorf),110 m²,5 Zi.,256 m² Grundstück,Familienfreundliches Reihenhaus mit großzügiger Nutzfläche im DG!,Engel &amp; Völkers Niendorf/Schnelsen,695.000 €
Weinböhla,152 m²,5 Zi.,630 m² Grundstück,"Wintergarten, Kamin und viel Licht - Einfamilienhaus in Weinböhla",Hofmann &amp; Partner GmbH,499.000 €
Rammenau,160 m²,4 Zi.,277 m² Grundstück,"Provisionsfrei! DHH bei Dresden - geräumig geplant, funktional umgesetzt. Renovieren, einziehen.",Citymakler Dresden GmbH &amp; Co.KG,345.000 €
Bremen (Peterswerder),170 m²,6 Zi.,138 m² Grundstück,Ansprechendes Reihenhaus im Peterswerder-Viertel in Bremen.,WIL DECKER IMMOBILIEN,620.000 €
Hamburg (Uhlenhorst),400 m²,14 Zi.,446 m² Grundstück,Absolute Rarität: Stadtvilla mit vielen Gestaltungsmöglichkeiten in HH-Uhlenhorst,BUCHEN &amp; KOOB GmbH,5.900.000 €
Leipzig (Burghausen-Rückmarsdorf),120 m²,4 Zi.,170 m² Grundstück,+++Ihr Wohlfühlort in Leipzig+++,Göckeritz Immobilien,395.000 €
Gröditz (Gröditz),88 m²,7 Zi.,620 m² Grundstück,Gepflegtes EFH als Anlageobjekt zum TOP Preis,Hofmann &amp; Partner GmbH,99.000 €
Leipzig / Portitz (Plaußig-Portitz),91 m²,4 Zi.,1050 m² Grundstück,PROVISIONSFREI für den Käufer - Charmante Doppelhaushälfte mit großen Grundstück!,Wentzel Dr. HOMES Shop Leipzig,299.900 €
Hohnstein (Ulbersdorf),209.98 m²,8 Zi.,620 m² Grundstück,Wohnen am Schloß Ulbersdorf,Ostsächsische Sparkasse Dresden,61.000 €
