location,size,rooms,land_area,description,seller,price
Ebermannstadt / Moggast (Moggast),180 m²,6.5 Zi.,1050 m² Grundstück,Ein/Zweifamilienhaus!  Naturnah-erschwinglich-finanzierbar,Schrettenbrunner Immobilien,380.000 €
"Sonnblick 15, Grafing (Straußdorf)",200 m²,6 Zi.,464 m² Grundstück,In einer dörflichen Oase entsteht eine außergewöhnliche Doppelhaushälfte,Privater Anbieter,1.600.000 €
Moorenweis (Eismerszell),424 m²,12 Zi.,1052 m² Grundstück,***FÜR JUNG und ALT - HAUS an HAUS - ca. 424 m² in RUHIGER LAGE***,Münchener Kindl Immobilien GmbH,1.100.000 €
Haimhausen (Haimhausen),240 m²,8 Zi.,452 m² Grundstück,"DHH, 240m² Wfl. in ruhiger Bestlage mit Südgarten.",Gewerblicher Anbieter,1.130.000 €
Wendelstein (Großschwarzenlohe),126 m²,4 Zi.,697 m² Grundstück,[Provisionsfrei] Einfamilienhaus mit großem Grundstück in ruhiger Lage inkl. Doppelgarage,Privater Anbieter,590.000 €
Hepberg,126 m²,5 Zi.,113 m² Grundstück,Provisionsfrei - Leben Sie Ihren persönlichen Traum - Ihre Doppelhaushälfte in Hepberg,Privater Anbieter,590.000 €
"Hagrainer Straße 9, Landshut (Peter u. Paul)",124 m²,6 Zi.,490 m² Grundstück,Seltene Gelegenheit - Großzügiges stadtnahes Zweifamilienhaus in Landshut,Gewerblicher Anbieter,549.000 €
"Libellenweg 5, Ingolstadt (Unsernherrn)",145 m²,6 Zi.,606 m² Grundstück,Charmant und besonders...,Privater Anbieter,575.000 €
"Nuschelbergweg 24, Nürnberg (Buchenbühl)",185 m²,10 Zi.,577 m² Grundstück,Provisionsfrei - Doppelhaushälfte in Nürnberg-Nord,Privater Anbieter,765.000 €
Thalmässing (Eysölden),200 m²,5 Zi.,819 m² Grundstück,Kleine Dresdner Villa in Mittelfranken,Privater Anbieter,575.000 €
Nürnberg (Brunn),178 m²,8 Zi.,1319 m² Grundstück,Architektenvilla mit ca. 1319 qm Grundstück,Privater Anbieter,807.000 €
Weidhausen b.Coburg (Weidhausen),300 m²,7 Zi.,2100 m² Grundstück,Vielfältige Gewerbehalle mit Loftstyle-Wohnung *Enormes Gestaltungspotenzial*,Privater Anbieter,549.000 €
Zeilarn (Rupprechtsaign),159 m²,6 Zi.,470 m² Grundstück,Schönes Freistehendes Einfamilienhaus in Zeilarn,PLI Immobilien-Service,349.000 €
Herzogenaurach (Herzogenaurach),126 m²,4.5 Zi.,165 m² Grundstück,Provisionsfrei: Großzügiges RMH in bevorzugter Wohnlage zu verkaufen,Privater Anbieter,540.000 €
Kammeltal (Goldbach),140 m²,6 Zi.,1666 m² Grundstück,Provisionsfrei - EFH mit Wohlfühlfaktor in Kammeltal,Privater Anbieter,459.500 €
Innernzell (Hilgenreith),132 m²,5 Zi.,706 m² Grundstück,Exklusives Einfamilienhaus in Blockbauweise in Innernzell,Privater Anbieter,auf Anfrage
Altdorf bei Nürnberg (Weinhof),154 m²,6 Zi.,1170 m² Grundstück,Hier wartet Ihr Traumhaus auf Sie - in Altdorf bei Nürnberg,Privater Anbieter,590.000 €
"Ötzstraße 9b, Fischbachau (Elbach)",121 m²,5 Zi.,767 m² Grundstück,Traumhaftes Landhaus in idyllischer Lage in Fischbachau/Elbach,Privater Anbieter,999.000 €
Karlskron (Mändlfeld),151 m²,5 Zi.,506 m² Grundstück,KFW 55 - Einfamilienhaus mit moderner Heiztechnik und traumhaftem Garten ,Meier &amp; Katzenbogen Immobilienagentur,699.000 €
"Münchener Str. 0, Geisenfeld (Zell)",140 m²,5.5 Zi.,354 m² Grundstück,"EFH - geräumig, wandelbar und provisionsfrei",Privater Anbieter,auf Anfrage
Kaufbeuren (Kaufbeuren-Neugablonz),260 m²,10 Zi.,806 m² Grundstück,2+ Familien- oder Mehrgenerationen- Haus provisionsfrei,Privater Anbieter,650.000 €
Karlskron (Grillheim),148 m²,5 Zi.,220 m² Grundstück,++schlüsselfertige Doppelhaushälfte mit Terrasse und großem Garten++,Privater Anbieter,624.990 €
Langenzenn (Langenzenn),200 m²,6 Zi.,3509 m² Grundstück,Wohn- und Lebensqualität in beeindruckender Lage,Zeitwert-Immobilien,950.000 €
"Hegnenbacherstrasse 2a, Altenmünster (Zusamzell)",116 m²,3 Zi.,650 m² Grundstück,Gemütlicher Winkelbungalow als Holzblockbohlenhaus mit Schwimmbad                      0176 70713932,Privater Anbieter,540.000 €
Abenberg (Abenberg),231.94 m²,7 Zi.,724 m² Grundstück,"Energiekrise??? Nicht mit diesem EFH - dank einer 30 kWp-PV-Anlage am Dach und einer Wärmepumpe im Keller, nahezu autark!",Pekona Immobilien GmbH,749.500 €
