location,size,rooms,land_area,description,seller,price
Geisingen (Kirchen-Hausen),220.83 m²,9 Zi.,728 m² Grundstück,Modernes Zweifamilienhaus in ruhiger Lage von Geisingen Kirchen-Hausen auf Erbbaugrundstück,PlanetHome Group GmbH,531.000 €
Waldenbuch,135 m²,6 Zi.,597 m² Grundstück,.::Freistehendes Zweifamilienhaus in begehrter Lage::.,Karin Schöttle Immobilien,680.000 €
Edingen-Neckarhausen (Edingen),80 m²,3 Zi.,331 m² Grundstück,DHH mit schönem Garten und Anbaupotential in Edingen-N'hsn.  - 10003666,Monika Ziegler Immobilien,395.000 €
Lichtenstein (Holzelfingen),217 m²,7 Zi.,750 m² Grundstück,Ruhig gelegenes Einfamilienhaus in Lichtenstein,Achalm Immobilien GmbH,595.000 €
Radolfzell am Bodensee (Radolfzell),669 m²,23 Zi.,902 m² Grundstück,Vermietetes 10-Familienhaus in ruhiger Lage,Arnold Immobilien,1.590.000 €
Laichingen (Laichingen),813 m²,20 Zi.,684 m² Grundstück,Interessantes Immobilienpaket mit vielfältigen Nutzungsmöglichkeiten,RE/MAX-Immocenter,599.000 €
Mannheim (Feudenheim),277.53 m²,9 Zi.,664 m² Grundstück,Gepflegtes Mehrfamilienhaus in Feudenheim (1 Wohnung ab 01.05.2023 bezugsfrei),PlanetHome Group GmbH,945.000 €
Hildrizhausen,114.33 m²,4 Zi.,124.73 m² Grundstück,Platz für die ganze Familie,Kreissparkasse Böblingen,630.000 €
Hildrizhausen,114.05 m²,4 Zi.,183.09 m² Grundstück,Einziehen und Wohlfühlen,Kreissparkasse Böblingen,675.000 €
Hildrizhausen,114.05 m²,4 Zi.,220.67 m² Grundstück,Wunderschönes Reiheneckhaus,Kreissparkasse Böblingen,675.000 €
Gomaringen (Gomaringen),106.31 m²,4 Zi.,239 m² Grundstück,Doppelhaushälfte in toller Wohnlage von Gomaringen,schlüssel.erlebnis Immobilien GmbH,450.000 €
Neckargemünd (Neckargemünd),229 m²,6 Zi.,1015 m² Grundstück,Exklusives Anwesen in sehr guter Lage von Neckargemünd!!,Immo24Team GbR,695.000 €
Nagold (Emmingen),186 m²,7 Zi.,540 m² Grundstück,Einfamilienhaus mit Einliegerwohnung in sonniger Lage,Journal Hausverwaltung GmbH &amp; Co. KG,429.000 €
Stockach (Zizenhausen),138.32 m²,5 Zi.,1108 m² Grundstück,"Tolles, großes Grundstück mit Wohnhaus mit Potenzial",LBS Immobilien Südwest - Büro Stockach,300.000 €
Walldürn (Altheim),115 m²,3 Zi.,231 m² Grundstück,"Gut sanierte Doppelhaushälfte, mit Potential und viel Flair. Auch zur ""Kapitalsicherung"" geeignet",IAD Immobilien Agentur Deutschland GmbH,190.000 €
Eppingen / Rohrbach (Adelshofen),323 m²,11 Zi.,848 m² Grundstück,Platz für die ganze Familie,VON POLL IMMOBILIEN Heilbronn - Mario Roider,660.000 €
Inzlingen,258 m²,8 Zi.,1037 m² Grundstück,Lebensqualität in traumhafter Lage von Inzlingen,Wurch Immobilien,1.398.500 €
Schlier (Wetzisreute),108 m²,4 Zi.,295 m² Grundstück,Ihr ganz persönlicher Raum für das wahre Glück! (inkl. Grundstück),KH Massivhaus Süd GmbH,547.595 €
Ebersbach an der Fils / Roßwälden (Roßwälden),165 m²,6 Zi.,506 m² Grundstück,"""Ruhige Rand- und Aussichtslage!"" Modernes Einfamilienhaus in Ebersbach!",gut Immobilien GmbH,822.719 €
Ostfildern (Kemnat),109.06 m²,7 Zi.,415 m² Grundstück,"Charmantes Zweifamilienhaus mit ausgebautem Keller, Garten &amp; Garage in Ostfildern",Königskinder Immobilien GmbH,575.000 €
Kirchheim unter Teck (Kirchheim),138 m²,6.5 Zi.,315 m² Grundstück,"Beste Wohnlage: Sehr gepflegtes, gut aufgeteiltes  Einfamilienhaus in  Kirchheim-Teck",Küstermann GmbH &amp; Co.KG Vermittlung von Immobilien aller Art,785.000 €
Rot am See / Hausen am Bach (Hausen am Bach),110 m²,3 Zi.,400 m² Grundstück,"Schnell und günstig zum eigenen ""Haus""!",VR-Immoservice GmbH,225.000 €
Buggingen (Buggingen),153 m²,6 Zi.,463 m² Grundstück,Wohnen und Arbeiten in luxuriöser Umgebung verteilt auf ca. 413 m²,"RE/MAX Lörrach, Müllheim, Freiburg",870.000 €
Wangen (Deuchelried),193 m²,7 Zi.,742 m² Grundstück,Einfamilienhaus mit Einliegerwohnung mit Eckgrundstück in Deuchelried,Immobilien Heyen,710.000 €
Wangen (Deuchelried),193 m²,7 Zi.,742 m² Grundstück,Einfamilienhaus mit Einliegerwohnung auf einem Eckgrundstück in Deuchelried,Immobilien Heyen,460.000 €
Elzach (Elzach),160 m²,6 Zi.,472 m² Grundstück,Freistehendes Einfamilienhaus in Elzach-OT! Neubau nach ihren Wünschen.,GUSSEK HAUS - Markus Walter,715.600 €
Elzach (Elzach),150 m²,6 Zi.,437 m² Grundstück,Reihenendhaus in Elzach-OT! Neubau nach ihren Wünschen.,GUSSEK HAUS - Markus Walter,682.690 €
Elzach (Elzach),120 m²,5 Zi.,472 m² Grundstück,Freistehendes Einfamilienhaus in Elzach-OT! Neubau nach ihren Wünschen.,GUSSEK HAUS - Markus Walter,582.830 €
Elzach (Elzach),118 m²,5 Zi.,231 m² Grundstück,Doppelhaushälfte in Elzach-OT! Neubau nach ihren Wünschen.,GUSSEK HAUS - Markus Walter,575.350 €
Rheinfelden (Baden) / Herten (Herten),140 m²,5.5 Zi.,427 m² Grundstück,Modernisierte DHH mit großem Garten im beliebten Wohnort Herten.,FALC Immobilien Rheinfelden,559.000 €
Heilbronn (Heilbronn),124.33 m²,7 Zi.,225 m² Grundstück,"500 m² Wohn-/Nutzfl. auf 233 m² Grundstück möglich, im Herzen von Heilbronn - FALC Immobilien",FALC Immobilien Heilbronn,670.000 €
Salem-Beuren (Beuren),169.04 m²,6 Zi.,349 m² Grundstück,"Aussicht pur, Eckhaus in unverbaubarer Aussichtslage",VR Bank Riedlingen-Federsee eG,769.000 €
Bad Wurzach (Bad Wurzach),351.83 m²,11.5 Zi.,1186 m² Grundstück,Mehrfamilienhaus mit 4 Wohneinheiten plus Büro,Hubert Schneider Immobilien,498.000 €
Kehl (Kittersburg),123 m²,5 Zi.,1 m² Grundstück,Bezahlbar bauen in Kehl....,STECO-Haus GmbH,382.350 €
Esslingen am Neckar (Pliensauvorstadt),427 m²,13.5 Zi.,1156 m² Grundstück,Einzigartige Gelegenheit! Denkmalgeschützte Villa Benz mit Wirtschaftshaus in Esslingen zum Verkauf!,AGS Anlagegesellschaft Schwaben mbH,1.790.000 €
Markdorf (Riedheim),220 m²,9 Zi.,388 m² Grundstück,Zweifamilien-Haus mit viel Potenzial,VON POLL IMMOBILIEN Überlingen - ck.optimus UG,645.000 €
Gernsbach (Obertsrot),327 m²,11 Zi.,390 m² Grundstück,Großzügiges Mehrfamilienhaus mit Ausbaupotential in Gernsbach,frb Immobilien - Frank Rudolf Braun,600.000 €
Leibertingen (Altheim),215 m²,9 Zi.,1003 m² Grundstück,**Haus mit FREI - RAUM und WEITE - statt zur Miete**,Garant Immobilien München GmbH,370.000 €
Reutlingen (Römerschanze),105 m²,5 Zi.,137 m² Grundstück,Großes Reihenhaus in zentraler aber ruhiger Gegend,GARANT Immobilien AG,399.000 €
Weilheim (Bannholz),280 m²,11 Zi.,5700 m² Grundstück,"Stark renovierungsbedürftiges, denkmalgeschütztes Bauernhaus mit großem Grundstück",Garant Immobilien GmbH,305.000 €
Jagsthausen (Olnhausen),122 m²,5 Zi.,964 m² Grundstück,Energieeffizient in die Zukunft mit 10 Jahren Heizkostenzuschuss! (inkl. Grundstück),KK Massivhaus GmbH,670.228 €
Mannheim (Rheinau),95 m²,4 Zi.,195 m² Grundstück,Reihenendhaus mit Garage und großem Garten!,BB Estates GmbH,345.000 €
Brackenheim (Brackenheim),113 m²,4 Zi.,194 m² Grundstück,Stadthaus in zentraler Lage für Eigennutzer oder Kapitalanleger,p.b.s. Wohnbau GmbH planen bauen sanieren,345.000 €
Karlsdorf-Neuthard (Karlsdorf),125.52 m²,6 Zi.,328 m² Grundstück,Karlsdorf: Einfamilienhaus mit Zusatzflächen,Storck Immobilien,270.000 €
Pforzheim (Eutingen),160 m²,6 Zi.,928 m² Grundstück,"Alle unter einem Dach, wenn die Oma mit darf!",Sparkasse Pforzheim Calw,639.000 €
Heidelberg (Ziegelhausen),175 m²,7 Zi.,900 m² Grundstück,Mehrfamilienhaus mit Baugrundstück,Green City Living UG,970.000 €
Mannheim (Käfertal),157 m²,5 Zi.,516 m² Grundstück,"Festpreisgarantie: Reihenendhaus inkl. Eigentumsgrundstück mit 5 Zimmern, Dachterrasse und Garten",Ihr Haus Sahle Massivbau GmbH,760.000 €
Mannheim (Käfertal),157 m²,5 Zi.,227 m² Grundstück,"Für Ihre Familie: Reihenmittelhaus inkl. Eigentumsgrundstück mit 5 Zimmern, Dachterrasse und Garten",Ihr Haus Sahle Massivbau GmbH,650.000 €
"Kirchhofstr. 12, Pfinztal (Söllingen)",199.01 m²,9 Zi.,306 m² Grundstück,Haus mit Potential,Kirchenbauer Immobilien e.K.,385.000 €
Gailingen am Hochrhein,204.18 m²,12 Zi.,1039 m² Grundstück,Mehrgenerationenhaus in Gailingen am Hochrhein,ohne-makler.net - Immobilien selbst vermarkten,595.000 €
Lahr/Schwarzwald (Lahr),230 m²,7 Zi.,350 m² Grundstück,Moderne Stadtvilla mit 230 m² Wohnfläche am Stadtpark in Lahr - Ihr neues Zuhause,VON POLL IMMOBILIEN Ortenau - Ilja Stürz,600.000 €
Dielheim (Dielheim),269.41 m²,7.5 Zi.,358 m² Grundstück,***AUS ERSTER HAND - HOCHWERTIG &amp; GROSSZÜGIG GEBAUT***,Nolden Immobilien,880.000 €
Ludwigsburg (Hoheneck),248.56 m²,10 Zi.,357 m² Grundstück,Mehrfamilienhaus in ruhiger und gefragter Lage,P Immobilien Beratung GmbH,769.000 €
Bad Säckingen (Rippolingen),198 m²,6.5 Zi.,882 m² Grundstück,Energetisch modernes Einfamilienhaus mit toller Architektur,Sparkasse Hochrhein Immobiliencenter,730.000 €
Weil am Rhein (Märkt),456 m²,19 Zi.,601 m² Grundstück,Kapitalanlage - Mehrfamilienhaus mit 7 Wohneinheiten,"RE/MAX Lörrach, Müllheim, Freiburg",1.350.000 €
Bruchsal (Bruchsal),130 m²,5 Zi.,296 m² Grundstück,Wunderschöne Reihenmittelhaus in Bruchsal zu verkaufen,IAD Immobilien Agentur Deutschland GmbH,586.000 €
Leonberg (Warmbronn),126 m²,5.5 Zi.,460 m² Grundstück,Traumhaus in ruhiger Wohnlage,Königskinder Immobilien GmbH,779.000 €
Unterreichenbach (Dennjächt),149.5 m²,6 Zi.,885 m² Grundstück,"Unterreichenbach-Dennjächt: Mitten im Grünen - Schmuckstück mit idyllischem Garten,Garage,KFZ-Stpl.",Rubner &amp; Madeddu Immobilien GbR,396.000 €
Herbrechtingen (Herbrechtingen),241.07 m²,11 Zi.,509 m² Grundstück,Gepflegtes Wohnhaus in zentraler Lage in Herbrechtingen,Heidenheimer Treuhand GmbH,395.000 €
Wiesloch (Wiesloch),,8 Zi.,300 m² Grundstück,Geschäftshaus in absoluter Premiumlage,T&amp;T Immobilien GmbH - Partner der Königskinder Immobilien,1.150.000 €
Bad Wurzach (Unterschwarzach),170 m²,4 Zi.,813 m² Grundstück,Familienfreundliches EFH in ruhiger Lage mit großem Garten,Homeday GmbH,525.000 €
Fluorn-Winzeln (Fluorn),120 m²,5 Zi.,270 m² Grundstück,Zum Festpreis: Haus mit Keller und Grundstück,Bauprojektierung Meyer GmbH &amp; Co. KG - Town &amp; Country Lizenzpartner,458.000 €
Fluorn-Winzeln (Fluorn),120 m²,5 Zi.,260 m² Grundstück,Zukunftssicher - Doppelhaushälfte mit Keller und Grundstück zum Festpreis,Bauprojektierung Meyer GmbH &amp; Co. KG - Town &amp; Country Lizenzpartner,457.000 €
Böblingen (Böblingen),500 m²,12.5 Zi.,729 m² Grundstück,2-3 Familienhaus in bevorzugter &amp; ruhiger Bestlage von Böblingen Waldburg mit wunderschöner Aussicht,SIB Suevia Immobilien Beteiligungs GmbH,2.650.000 €
Eggingen (Eggingen),102 m²,5 Zi.,154 m² Grundstück,Schönes Reihenhaus mit Garten und Garage,Pennata Immobilien GmbH,479.000 €
Kappelrodeck (Waldulm),144.05 m²,4 Zi.,450 m² Grundstück,Ausbauhaus in Kappelrodeck -,allkauf haus GmbH,239.000 €
Kreßberg (Bergertshofen),160 m²,6 Zi.,1419 m² Grundstück,Landwirtschaftliches Anwesen - Voll saniertes Haus mit Scheune und Halle  in Kressberg-Bergertshofen,Immo Gackstatter26,320.000 €
Böbingen (Böbingen),100 m²,4 Zi.,285 m² Grundstück,Viel Haus für wenig Geld !,Postbank Immobilien GmbH,195.000 €
Mehrstetten (Mehrstetten),126 m²,5 Zi.,665 m² Grundstück,Haus mit Charm und Holz,Perfekt Immobilien Ulm-Berlin-Hamburg GmbH,649.000 €
Benningen,120 m²,4 Zi.,125 m² Grundstück,"Einziehen und Wohlfühlen - Ansprechendes EFH mit zwei Bädern, Keller und Stellplatz in ruhiger Lage",Homeday GmbH,450.000 €
Unlingen (Göffingen),90 m²,4 Zi.,741 m² Grundstück,Gemütliches EFH mit großem Garten,RE/MAX-Immocenter,279.000 €
Oberderdingen (Oberderdingen),105 m²,4 Zi.,330 m² Grundstück,"Gepflegte Doppelhaushälfte mit Garten, Garage und 2 Stellplätzen in Oberderdingen",Homeday GmbH,325.000 €
Wangen (Wangen),132 m²,5.5 Zi.,603 m² Grundstück,"Gelegenheit! Sehr schönes Einfamilienhaus in gefragter Lage, Garten, Terrasse, Hobbyräume + Garage!",Immobilien Martina Zierle,449.000 €
Göppingen (Faurndau),123 m²,6 Zi.,174 m² Grundstück,!!!!!  Ein Reihenmittelhaus so gut wie neu  !!!!!,GARANT Immobilien AG,475.000 €
Heilbronn (Neckargartach),219 m²,9 Zi.,547 m² Grundstück,"Mehrgenerationenhaus in zweiter Reihe bietet viel Platz, ruhige Lage und großes Potenzial",GARANT Immobilien AG,949.000 €
Mühlheim an der Donau (Mühlheim),90 m²,4 Zi.,116 m² Grundstück,Historisches Wohnhaus in der Altstadt von Mühlheim a.d. Donau - Renoviert und derzeit vermietet,matt immobilien,299.000 €
Pforzheim (Brötzingen),150 m²,5 Zi.,1006 m² Grundstück,Attraktives Einfamilienhaus mit separater Garage in guter Lage in Pforzheim Wallberg,CWM Wirtschaftsberatung und Immobilien UG,585.000 €
Schorndorf (Schorndorf),261 m²,6 Zi.,1270 m² Grundstück,Freistehendes Architektenhaus mit großem teil- und bebaubaren Grund *Energieklasse B* wie Bj. 2000,Mergenthaler Immobilien AG,1.490.000 €
Winnenden (Baach),136.03 m²,5 Zi.,299.5 m² Grundstück,"""Manchmal zählt die Größe doch"" - XXL-Reiheneckhaus mit großem Grundstück ",Class Hausbau + Immobilien GmbH &amp; Co. KG,798.000 €
Kandern (Kandern),105 m²,5 Zi.,259 m² Grundstück,Perfekt für Ihre Familie!,Volksbank Dreiländereck eG,420.000 €
Untermünkheim (Haagen),154 m²,5 Zi.,500 m² Grundstück,Familientraum pur - Auf Wunsch Bezugsfertig gebaut,HOFU UG,497.000 €
Fichtenau (Oberdeufstetten),150 m²,5 Zi.,550 m² Grundstück,Familientraum pur - Auf Wunsch Bezugsfertig gebaut,HOFU UG,449.000 €
Untermünkheim (Haagen),150 m²,5 Zi.,500 m² Grundstück,Bauen Sie jetzt Ihren Familientraum  - Auf Wunsch Bezugsfertig,HOFU UG,448.000 €
Sulzbach-Laufen (Sulzbach),150 m²,5 Zi.,550 m² Grundstück,Familiennest Einfamilienhaus mit Grundstück,HOFU UG,448.800 €
Bühlerzell (Bühlerzell),150 m²,5 Zi.,750 m² Grundstück,Jetzt bauen - Einfamilienhaus mit Exklusiven Grundstück,HOFU UG,549.000 €
Blaufelden (Blaufelden),154 m²,5 Zi.,540 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,498.900 €
Frankenhardt (Honhardt),154 m²,5 Zi.,620 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,478.900 €
Stimpfach (Stimpfach),150 m²,5 Zi.,510 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,459.900 €
Mainhardt (Mainhardt),150 m²,5 Zi.,650 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,597.900 €
Kreßberg (Waldtann),150 m²,5 Zi.,550 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,478.000 €
Gerabronn (Kupferhof),154 m²,5 Zi.,550 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,498.900 €
Langenburg (Atzenrod),150 m²,5 Zi.,520 m² Grundstück,Eigenheim statt Miete - Bauen Sie ihr eigenes Haus,HOFU UG,488.000 €
Crailsheim (Crailsheim),150 m²,5 Zi.,500 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,548.800 €
Schrozberg (Schrozberg),150 m²,5 Zi.,510 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,469.900 €
Kirchberg an der Jagst (Lendsiedel),150 m²,5 Zi.,530 m² Grundstück,Eigenheim statt Miete - Bauen Sie ihr eigenes Haus,HOFU UG,478.000 €
Vellberg (Vellberg),150 m²,5 Zi.,510 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,489.900 €
Braunsbach (Schaalhof),150 m²,5 Zi.,500 m² Grundstück,Bauen Sie jetzt Ihr Traumhaus inkl. 22 Monate Festpreisgarantie,HOFU UG,477.000 €
Heidenheim an der Brenz / Oggenhausen (Oggenhausen),370 m²,8 Zi.,679 m² Grundstück,Hochwertig saniertes Wohn- oder Geschäftshaus mit Tiefgarage,VON POLL IMMOBILIEN Aalen - Zipper Immobilien GmbH,797.000 €
Winterbach (Winterbach),122.82 m²,4.5 Zi.,133 m² Grundstück,"Super modernes Passivhaus, ideal in der heutigen Zeit",SF-Immobilien Sandra Forstreuter,750.000 €
Kronau,118 m²,4 Zi.,130 m² Grundstück,"Absolut sparsam im Energieverbrauch: Gepflegtes Einfamilienhaus, Terrasse und Garage in Topwohnlage",Hirzmann + Partner GmbH,425.000 €
Baden-Baden (Oos),122 m²,4.5 Zi.,325 m² Grundstück,"Baden-Baden: nahe Schweigrotherplatz: Reihenendhaus - sehr sonnig und sehr ruhig gelegen, mit herrlichem Blick.",Klausmann Immobilien Bauträger &amp; Baubetreuung GmbH,435.000 €
Stuttgart (Weilimdorf),130 m²,4 Zi.,820 m² Grundstück,"Großer Garten &amp; top Lage! Freies EFH angeb., 5 Zi., Hobbyraum und 2 Garagen, Wfl. ca. 130m², Bj.1974",Baden-Württembergische Bank,1.050.000 €
Reutlingen (Betzingen),180 m²,9 Zi.,530 m² Grundstück,***Renovierungsbedürftiges Zweifamilienhaus mit Extraplatz unterm Dach***,ORANGE Immobilienagentur,549.000 €
Haigerloch (Gruol),151 m²,6 Zi.,511 m² Grundstück,Schönes Bauernhaus + großer Schmiede mit Werkstatt,Volksbank Hohenzollern-Balingen eG        Immobilienabteilung,298.000 €
Oberstenfeld (Gronau),182.22 m²,6 Zi.,891 m² Grundstück,Energetisch der Zeit voraus! Traumgarten mit tollem Haus sucht neuen Eigentümer!,Immo Manufaktur BW,999.000 €
Freiburg im Breisgau (St. Georgen),158 m²,7 Zi.,545 m² Grundstück,SANIERTES EINFAMILIENHAUS MIT GARTEN &amp; EIGENENERGIE-VERSORGUNG IN FREIBURG-ST. GEORGEN,KROß IMMOBILIEN,1.950.000 €
Ibach (Oberibach),220 m²,7 Zi.,1984 m² Grundstück,+++ AVERNET - AUTARKE VILLA MIT GOLDFISCHTEICH +++,AVERNET IMMOBILIEN OHG,990.000 €
Esslingen (Sulzgries),214 m²,6.5 Zi.,221 m² Grundstück,"Großzügige, modern ausgestattete Doppelhaushälfte in Aussichtslage von Esslingen-Sulzgries",E&amp;G Private Immobilien GmbH,1.250.000 €
Steinheim am Albuch (Steinheim),250 m²,10 Zi.,611 m² Grundstück,"Wohn- und Geschäftshaus mit 3 bis 4 Wohnungen, dazu Mieteinahmen durch Gewerbeeinheit",TWE-Immobilien Thomas Erthle e. K.,495.000 €
Weilheim-Brunnadern (Brunnardern),110 m²,4 Zi.,990 m² Grundstück,"KEINE KÄUFERMAKLERPROVISION! Älteres WohnH, ca. 990 m² Grst., ideal für Tierhaltung, Baujahr 1890, renoviert",Immobilien Walter Lütte GmbH,249.000 €
Öhringen (Öhringen),102 m²,3.5 Zi.,1129 m² Grundstück,"Ein Angebot, bei dem man nicht zögern sollte",DS Immobilien,395.000 €
Bad Bellingen / Rheinweiler (Rheinweiler),115 m²,7 Zi.,551 m² Grundstück,***PROVISIONSFREI und die Aussicht ist unbezahlbar***     *Haus- Scheune- Garten*,regiomakler GmbH,340.000 €
Bad Krozingen (Hausen an der Möhlin),162 m²,6 Zi.,234 m² Grundstück,Sehr gepflegter Wohnkomfort in ruhiger Wohnlage,Postbank Immobilien GmbH Freiburg-Sued,750.000 €
Willstätt (Eckartsweier),129.35 m²,4 Zi.,605 m² Grundstück,Einfamilienhaus in ruhiger Lage von Willstätt,City Immobilien Maio e.Kfr,435.000 €
Creglingen (Creglingen),137 m²,6 Zi.,780 m² Grundstück,Reserviert: Schönes gepflegtes Wohnhaus in Creglingen  mit toller Aussicht,Volksbank Main-Tauber eG,270.000 €
Waldkirch (Kollnau),119 m²,5 Zi.,235 m² Grundstück,Familiengerechtes Reihenendhaus in toller Lage,Postbank Immobilien GmbH,460.000 €
Dobel,110 m²,6 Zi.,549 m² Grundstück,Provisionfrei! Helle Doppelhaushälfte mit drei Garagen,Neubauer Immobilien GmbH,329.000 €
Dobel,87 m²,4 Zi.,481 m² Grundstück,Gemütliche Doppelhaushälfte mit vier Garagen und Balkon,Neubauer Immobilien GmbH,249.000 €
Laupheim (Laupheim),178.937 m²,7 Zi.,820 m² Grundstück,Bezugsfrei! Zentral gelegenes Zweifamilienhaus mit weitläufigem Grundstück,Scheffold Immobilien GmbH,639.000 €
Weil der Stadt (Merklingen),138.35 m²,4.5 Zi.,197 m² Grundstück,Traumhaus gesucht und gefunden - Neubau-Doppelhaushälfte in ruhiger Lage von Merklingen,Königskinder Immobilien GmbH,917.000 €
Bietigheim-Bissingen (Bietigheim),255 m²,9 Zi.,584 m² Grundstück,Exklusiver Bungalow mit großem Garten und Pkw-Stellplätzen,WHG Immobilien,1.150.000 €
Stuttgart / Zuffenhausen (Zuffenhausen),233 m²,12 Zi.,168 m² Grundstück,DER ROHDIAMANT IN ZUFFENHAUSEN - Mehrfamilienhaus mit Potenzial im Zentrum von Zuffenhausen,HERON Immobilien GmbH,999.000 €
Böblingen (Böblingen),306 m²,6.5 Zi.,729 m² Grundstück,Haus im Haus mit großer Terrasse und Garten in bevorzugter &amp; ruhiger Bestlage von Böblingen Waldburg,SIB Suevia Immobilien Beteiligungs GmbH,950.000 €
Aulendorf (Blönried),409 m²,17 Zi.,3231 m² Grundstück,"Einzigartiges, großzügiges Refugium mit Gewerbeanteil für mannigfaltige Nutzungsmöglichkeiten !",Kreuzer  Immobilien,950.000 €
Wellendingen (Wellendingen),276 m²,8.5 Zi.,1349 m² Grundstück,Die Lage macht´s,VON POLL IMMOBILIEN Tuttlingen - Oliver Rebholz,749.000 €
Ehningen,203 m²,7 Zi.,416 m² Grundstück,"Platz für 1 bis 2 Familien! Gepflegt, 2 Garagen und Garten",Kreissparkasse Böblingen,650.000 €
Mühlhausen-Ehingen (Mühlhausen),244 m²,10.5 Zi.,516 m² Grundstück,Modernisiertes und gepflegtes Zweifamilienhaus mit Platz für 3 Generationen in Mühlhausen- Ehingen!,C&amp;V Dalmann Immobilien,478.000 €
Billigheim (Billigheim),220.9 m²,7 Zi.,696 m² Grundstück,"Träumen Sie nicht, wohnen Sie! FALC Immobilien Heilbronn",FALC Immobilien Heilbronn,599.000 €
Kirchardt (Kirchardt),187.5 m²,8 Zi.,685 m² Grundstück,**Kernsaniertes Einfamilienhaus** !!Viel Platz für Homeoffice und Wohnen!!,ProMak Immobilien Vermittlungs GmbH,850.000 €
"Pflaster 8, Backnang / Steinbach (Steinbach)",154.32 m²,6 Zi.,300 m² Grundstück,Doppelhaushälfte in Backnang-Steinbach,Pfeil Bauträger GmbH,839.000 €
Aulendorf (Aulendorf),102 m²,5 Zi.,494 m² Grundstück,Einfamilienhaus in ruhiger Lage,Klassen Immobillien,380.000 €
Eggenstein-Leopoldshafen (Leopoldshafen),158 m²,5 Zi.,141 m² Grundstück,Viel Raum für die Familie vom Keller bis zum Dach,Postbank Immobilien GmbH,442.000 €
Offenburg (Südweststadt),97.95 m²,4 Zi.,205 m² Grundstück,***RESERVIERT*** Reihenmittelhaus mit Garten,Immobiliengruppe R.G. Brüning Immobilien GmbH,299.000 €
Nußloch (Nußloch),124 m²,4.5 Zi.,298 m² Grundstück,Bauen mit Festpreisgarantie über 18 Monate! Sicher bauen mit Livinghaus,Living Haus - Eberhard Gugler,729.000 €
Forst,126 m²,4.5 Zi.,640 m² Grundstück,"Grundstück, Cashback, Zuhausedarlehen &amp; 18 Monate Festpreisgarantie",Living Haus - Eberhard Gugler,749.000 €
Freudenstadt (Freudenstadt),282 m²,6 Zi.,2866 m² Grundstück,Wohnen mitten in der Natur +++Villa im Park+++,IMMOPARTNER-Ortenau,1.350.000 €
"Pflaster 8, Backnang / Steinbach (Steinbach)",154.32 m²,6 Zi.,354 m² Grundstück,Doppelhaushälfte in Backnang-Steinbach,Pfeil Bauträger GmbH,859.000 €
Winnenden (Breuningsweiler),85 m²,4 Zi.,295 m² Grundstück,"Winnenden: Klein, fein, mein - Einfamilienhaus mit schönem Garten",Kreissparkasse Waiblingen,449.000 €
Gernsbach (Gernsbach),662 m²,24 Zi.,454 m² Grundstück,Denkmalgeschützte Kapitalanlage im Herzen von Gernsbachs historischer Altstadt!,Volksbank pur Immobilien GmbH &amp; Co. KG,795.000 €
Göppingen (Bezgenriet),243 m²,9 Zi.,843 m² Grundstück,Hier erwartet Sie was GROSSES! Platz für alle Situationen,RE/MAX Wohnerlebnis Eislingen,949.000 €
Böblingen (Böblingen),174 m²,8 Zi.,270 m² Grundstück,"Familienfreundliches Haus, Doppelhaushälfte, helle Räume in ruhiger stadtnaher Lage",Inseriert auf 123provisionsfrei.de,675.000 €
Kandern (Kandern),213 m²,9 Zi.,720 m² Grundstück,Viel Platz für die Familie im Zweifamilienhaus,Volksbank Dreiländereck eG,649.000 €
Amstetten (Bräunisheim),278.16 m²,8 Zi.,659 m² Grundstück,- Viele Möglichkeiten - EFH in Amstetten-Bräunisheim,Tentschert Immobilien GmbH &amp; Co. KG,499.900 €
Schönaich (Schönaich),100 m²,3.5 Zi.,525 m² Grundstück,Ein Haus wie im Bilderbuch,Harald Wacker Immobilien &amp; Finanzdienstleistungen e.K.,660.000 €
Altshausen (Altshausen),245 m²,10 Zi.,960 m² Grundstück,3-Familienhaus in bester Lage von Altshausen,Volksbank Altshausen eG,550.000 €
Haigerloch (Hart),181 m²,6.5 Zi.,759 m² Grundstück,Einen Platz für die ganze Familie.....,GARANT Immobilien AG,599.000 €
Blaubeuren (Seißen),97 m²,4.5 Zi.,741 m² Grundstück,** Bungalow mit großem Grundstück - idyllische Lage und doch stadtnah! **,GARANT Immobilien AG,385.000 €
